DEPT_ID	DIVISION_ID	DV_ABBR	EMPLOYEE_ID
427000	427010	Brain Tumor Institute	1074676
427000	427010	Brain Tumor Institute	1020875
427000	427010	Brain Tumor Institute	1037262
427000	427010	Brain Tumor Institute	1049781
427000	427010	Brain Tumor Institute	1051280
427000	427010	Brain Tumor Institute	1026925
427000	427010	Brain Tumor Institute	1036841
427000	427010	Brain Tumor Institute	1052813
427000	427010	Brain Tumor Institute	1019797
427000	427010	Brain Tumor Institute	1042081
427000	427010	Brain Tumor Institute	1065062
427000	427010	Brain Tumor Institute	1047088
427000	427010	Brain Tumor Institute	1042149
427000	427010	Brain Tumor Institute	1000732
427000	427010	Brain Tumor Institute	1065822
427000	427010	Brain Tumor Institute	1056039
427000	427010	Brain Tumor Institute	1060688
427000	427010	Brain Tumor Institute	1047089
427000	427010	Brain Tumor Institute	1066156
427000	427010	Brain Tumor Institute	1029164
427000	427010	Brain Tumor Institute	1055123
427000	427010	Brain Tumor Institute	1070307
427000	427010	Brain Tumor Institute	1003628
427000	427010	Brain Tumor Institute	1044200
427000	427010	Brain Tumor Institute	1053088
427000	427010	Brain Tumor Institute	1006301
427000	427010	Brain Tumor Institute	1026030
427000	427010	Brain Tumor Institute	1074050
427000	427010	Brain Tumor Institute	1016113
427000	427010	Brain Tumor Institute	2043978
427000	427010	Brain Tumor Institute	1075276
427000	427010	Brain Tumor Institute	1004025
427000	427010	Brain Tumor Institute	1002860
427000	427010	Brain Tumor Institute	1036778
427000	427010	Brain Tumor Institute	1065171
427000	427010	Brain Tumor Institute	1000332
427000	427010	Brain Tumor Institute	1014587
427000	427010	Brain Tumor Institute	1055338
427000	427010	Brain Tumor Institute	1001443
427000	427010	Brain Tumor Institute	1070355
427000	427010	Brain Tumor Institute	1071751
427000	427010	Brain Tumor Institute	1049440
427000	427010	Brain Tumor Institute	1059786
401000	401010	Lurie Cancer Center	1018461
427000	427020	Digestive Disease Program	1012598
427000	427020	Digestive Disease Program	1036839
427000	427020	Digestive Disease Program	1068995
427000	427020	Digestive Disease Program	1068120
427000	427020	Digestive Disease Program	1036850
427000	427020	Digestive Disease Program	1002697
427000	427020	Digestive Disease Program	1066201
427000	427020	Digestive Disease Program	1047272
427000	427020	Digestive Disease Program	1000702
427000	427020	Digestive Disease Program	1011808
427000	427020	Digestive Disease Program	1037585
427000	427020	Digestive Disease Program	1049461
427000	427020	Digestive Disease Program	1033185
427000	427020	Digestive Disease Program	1039670
427000	427020	Digestive Disease Program	2147664
427000	427020	Digestive Disease Program	1039677
427000	427020	Digestive Disease Program	1072878
427000	427020	Digestive Disease Program	1002064
427000	427020	Digestive Disease Program	1001349
427000	427020	Digestive Disease Program	1014833
427000	427020	Digestive Disease Program	1068089
427000	427020	Digestive Disease Program	1068073
427000	427020	Digestive Disease Program	1068180
427000	427020	Digestive Disease Program	1056153
427000	427020	Digestive Disease Program	1037749
427000	427020	Digestive Disease Program	1052038
427000	427020	Digestive Disease Program	2186206
427000	427020	Digestive Disease Program	1002224
427000	427020	Digestive Disease Program	1036775
427000	427020	Digestive Disease Program	1005231
427000	427020	Digestive Disease Program	1056074
427000	427020	Digestive Disease Program	1074060
427000	427020	Digestive Disease Program	1063888
427000	427020	Digestive Disease Program	1063890
427000	427020	Digestive Disease Program	1069286
427000	427020	Digestive Disease Program	1056312
427000	427020	Digestive Disease Program	1016269
427000	427020	Digestive Disease Program	1037264
427000	427020	Digestive Disease Program	1009986
427000	427020	Digestive Disease Program	1057436
427000	427020	Digestive Disease Program	1016763
427000	427020	Digestive Disease Program	1062418
427000	427020	Digestive Disease Program	1071795
